ball_event_id,innings_id,over_number,ball_number,striker_id,batter_name,bowler_id,runs_off_bat,extras,phase,current_run_rate,required_run_rate,pressure_index,expected_runs,expected_wicket_probability,shot_risk_score,batter_control_score,target_is_wicket,shot_type,shot_zone,ball_impact_score,batting_form_index,innings_batting_form_index
1170,10,12,4,19,Tanush Chaturvedi,55,2,0,middle,7.89,8.05,0.523,1.159,0.054,0.657,0.457,0,cover_drive,third_point,0.556945,0.5367697006541619,0.50854175
1171,10,12,5,19,Tanush Chaturvedi,55,0,0,middle,7.79,8.23,0.523,1.159,0.054,0.657,0.448,0,on_drive,long_off,0.3841,0.5138692455560375,0.48987548750000004
1173,10,12,6,19,Tanush Chaturvedi,55,0,0,middle,7.77,8.29,0.527,1.157,0.055,0.659,0.511,1,lofted_drive,deep_square_leg,0.10941874999999998,0.4532016712226319,0.432806976875
1174,10,13,1,26,Lakshya Goyal,59,0,0,middle,7.67,8.49,0.562,1.148,0.05,0.646,0.508,0,hook,mid_off,0.41217000000000004,0.4976027121188897,0.4976463135672555
1175,10,13,2,26,Lakshya Goyal,59,0,0,middle,7.57,8.7,0.57,1.145,0.051,0.649,0.58,0,glance,silly_mid_on,0.44472,0.48967030530105626,0.4897073665321672
1176,10,13,3,26,Lakshya Goyal,59,1,0,middle,7.56,8.77,0.579,1.141,0.051,0.653,0.57,0,hook,long_off,0.5523899999999999,0.4990782595058978,0.4991097615523421
1177,10,13,4,21,Kiaan Bansal,59,1,0,middle,7.54,8.84,0.584,1.037,0.06,0.62,0.443,0,square_cut,silly_mid_wicket,0.496915,0.5029213850203045,0.49953725
1178,10,13,5,26,Lakshya Goyal,59,0,0,middle,7.45,9.08,0.589,1.137,0.052,0.658,0.451,1,straight_drive,mid_on_inside,0.09988825,0.43919975808001316,0.4392265348194908
1179,10,13,6,29,Abeer Khan,59,1,0,middle,7.43,9.17,0.625,0.57,0.099,0.703,0.066,0,lofted_drive,short_leg,0.31957,0.4729355,0.4729355
1180,10,14,1,29,Abeer Khan,54,1,0,middle,7.41,9.26,0.63,0.578,0.099,0.705,0.088,0,ramp,square_leg_inside,0.32944,0.451411175,0.451411175
1181,10,14,2,21,Kiaan Bansal,54,3,0,middle,7.53,9.0,0.635,1.025,0.061,0.643,0.446,0,on_drive,fine_leg_inside,0.59042,0.5160461772672589,0.5131696625
1182,10,14,3,29,Abeer Khan,54,0,0,middle,7.45,9.27,0.631,0.577,0.099,0.705,0.08,0,lofted,square_leg_inside,0.2133,0.41569449875,0.41569449875
1183,10,14,4,29,Abeer Khan,54,0,0,middle,7.36,9.56,0.641,0.573,0.099,0.71,0.065,0,scoop,silly_mid_on,0.206125,0.3842590739375,0.3842590739375
1184,10,14,5,29,Abeer Khan,54,0,0,middle,7.28,9.87,0.652,0.568,0.1,0.715,0.094,0,ramp,mid_off,0.22080000000000002,0.35974021284687496,0.35974021284687496
1185,10,14,6,29,Abeer Khan,54,0,0,middle,7.2,10.2,0.664,0.563,0.1,0.72,0.1,0,drive,mid_on_area,0.223225,0.3392629309198437,0.3392629309198437
1186,10,15,1,21,Kiaan Bansal,53,1,0,death,7.19,10.34,0.676,1.008,0.081,0.661,0.427,0,lofted,short_leg,0.4933425,0.5126406256771701,0.510195588125
1187,10,15,2,29,Abeer Khan,53,3,0,death,7.3,10.07,0.683,0.555,0.119,0.729,0.085,0,lofted,third_point,0.42603250000000004,0.3522783662818672,0.3522783662818672
1188,10,15,3,21,Kiaan Bansal,53,4,0,death,7.48,9.56,0.678,1.007,0.081,0.812,0.524,0,lofted,cover_inside,0.69976,0.5407085318255945,0.53863024990625
1189,10,15,4,21,Kiaan Bansal,53,1,0,death,7.47,9.69,0.667,1.012,0.081,0.657,0.488,0,lofted,point_inside,0.521835,0.5378775020517553,0.5361109624203124
1190,10,15,5,29,Abeer Khan,53,1,0,death,7.45,9.84,0.673,0.56,0.119,0.724,0.084,0,ramp,fine_leg_inside,0.330295,0.3489808613395871,0.3489808613395871
1191,10,15,6,21,Kiaan Bansal,53,2,0,death,7.5,9.75,0.68,1.006,0.081,0.663,0.418,0,square_cut,point_inside,0.546415,0.539158126743992,0.5376565680572656
1192,10,16,1,29,Abeer Khan,59,2,0,death,7.55,9.65,0.681,0.547,0.12,0.728,0.057,0,defence,third_point,0.3749025,0.35286910713864905,0.35286910713864905
1193,10,16,2,29,Abeer Khan,59,1,0,death,7.53,9.82,0.681,0.547,0.12,0.728,0.094,0,on_drive,silly_mid_on,0.33464000000000005,0.3501347410678517,0.3501347410678517
1194,10,16,3,21,Kiaan Bansal,59,1,0,death,7.52,10.0,0.688,0.993,0.083,0.667,0.442,0,lofted_drive,fine_leg,0.49985999999999997,0.5332634077323932,0.5319870828486757
1195,10,16,4,29,Abeer Khan,59,6,0,death,7.8,8.7,0.696,0.54,0.121,0.885,0.035,0,slog,silly_point,0.5067375,0.37362515490767395,0.37362515490767395
1196,10,16,5,29,Abeer Khan,59,0,0,death,7.72,9.16,0.662,0.555,0.119,0.719,0.1,0,drive,fine_leg,0.22329500000000002,0.35107563167152284,0.35107563167152284
1197,10,16,6,29,Abeer Khan,59,0,0,death,7.65,9.67,0.678,0.548,0.12,0.727,0.0,0,flick,deep_square_leg,0.176485,0.3248870369207944,0.3248870369207944
1198,10,17,1,21,Kiaan Bansal,57,2,0,death,7.69,9.53,0.695,1.181,0.065,0.67,0.514,0,cover_drive,deep_cover,0.590325,0.5418226465725342,0.5407377704213743
1199,10,17,2,21,Kiaan Bansal,57,4,0,death,7.85,8.62,0.694,1.181,0.065,0.819,0.584,0,defence,third_point,0.7270200000000001,0.5696022495866541,0.5686801048581681
1201,10,17,3,21,Kiaan Bansal,57,0,0,death,8.06,7.2,0.618,1.213,0.061,0.635,0.518,0,square_cut,deep_cover,0.41749,0.546785412148656,0.5460015891294429
1202,10,17,4,21,Kiaan Bansal,57,6,0,death,8.32,5.14,0.633,1.207,0.062,0.792,0.593,0,straight_drive,silly_point,0.759375,0.5786738503263575,0.5780076007600264
1203,10,17,5,21,Kiaan Bansal,57,1,0,death,8.3,5.08,0.577,1.231,0.059,0.617,0.544,0,lofted_drive,mid_off,0.54308,0.5733347727774039,0.5727684606460225
1204,10,17,6,29,Abeer Khan,57,1,0,death,8.28,5.0,0.578,0.78,0.097,0.682,0.1,1,square_cut,silly_mid_on,0.08277849999999999,0.2885707563826752,0.2885707563826752
1205,10,18,1,22,Naman Bhargava,57,1,0,death,8.26,4.91,0.605,0.492,0.117,0.672,0.0,0,cut,deep_square_leg,0.29171,0.4687565,0.4687565
1206,10,18,2,21,Kiaan Bansal,57,0,0,death,8.18,5.4,0.605,1.219,0.061,0.629,0.563,0,clip,silly_point,0.438385,0.5530923068607932,0.5526109415491192
1207,10,18,3,21,Kiaan Bansal,57,1,0,death,8.16,5.33,0.622,1.212,0.062,0.637,0.582,0,drive,deep_cover,0.55897,0.5539739608316743,0.5535648003167513
1208,10,18,4,22,Naman Bhargava,57,1,0,death,8.14,5.25,0.623,0.484,0.118,0.68,0.0,0,drive,silly_point,0.29115,0.442115525,0.442115525
1209,10,18,5,21,Kiaan Bansal,57,2,0,death,8.18,4.29,0.623,1.211,0.062,0.637,0.535,0,drive,cover_point_inside,0.593835,0.5599531167069232,0.5596053302692385
1210,10,18,6,21,Kiaan Bansal,57,0,0,death,8.11,5.0,0.599,1.221,0.06,0.627,0.516,0,lofted,cover_point_inside,0.41713999999999996,0.5385311492008847,0.5382355307288528
1212,11,0,1,60,Keshav Lal,44,1,0,powerplay,6.0,0.0,0.0,1.359,0.034,0.421,0.416,0,square_cut,cover_inside,0.49531249999999993,0.43421978952163154,0.499296875
1213,11,0,2,46,Anay Gupta,44,1,0,powerplay,6.0,0.0,0.003,1.36,0.034,0.466,0.466,0,cut,fine_leg_inside,0.514725,0.46066892890409816,0.50220875
1214,11,0,3,60,Keshav Lal,44,0,0,powerplay,4.0,0.0,0.006,1.357,0.034,0.424,0.531,0,hook,deep_extra_cover,0.43562125000000007,0.4344300085933868,0.48974553125
1215,11,0,4,60,Keshav Lal,44,0,0,powerplay,3.0,0.0,0.009,1.356,0.034,0.425,0.522,0,scoop,deep_cover,0.43149000000000004,0.43398900730437884,0.4810072015625
1216,11,0,5,60,Keshav Lal,44,4,0,powerplay,7.2,0.0,0.011,1.355,0.034,0.576,0.469,0,paddle_sweep,cover_inside,0.67544125,0.470206843708722,0.510172308828125
1217,11,0,6,60,Keshav Lal,44,1,0,powerplay,7.0,0.0,0.014,1.353,0.035,0.428,0.541,0,reverse_sweep,point_inside,0.55122875,0.4823601296524137,0.5163307750039063
1218,11,1,1,60,Keshav Lal,38,0,0,powerplay,6.0,0.0,0.017,1.371,0.033,0.429,0.416,0,straight_drive,deep_cover,0.38337750000000004,0.46751273520455167,0.49638778375332043
1219,11,1,2,60,Keshav Lal,38,0,0,powerplay,5.25,0.0,0.02,1.37,0.033,0.43,0.498,0,glance,short_leg,0.42030999999999996,0.46043232492386893,0.4849761161903224
1220,11,1,3,60,Keshav Lal,38,2,0,powerplay,6.0,0.0,0.023,1.369,0.033,0.432,0.492,0,clip,straight_inside,0.5845250000000001,0.4790462261852886,0.49990844876177404
1221,11,1,4,60,Keshav Lal,38,0,1,powerplay,6.0,0.0,0.026,1.367,0.033,0.433,0.449,0,reverse_sweep,straight_inside,0.39798875,0.4668876047574953,0.48462049394750795
1222,11,1,5,46,Anay Gupta,38,4,0,powerplay,7.64,0.0,0.028,1.369,0.034,0.627,0.402,0,straight_drive,cover_inside,0.6416375,0.48781421456848345,0.5231230625
1223,11,1,6,46,Anay Gupta,38,0,0,powerplay,7.0,0.0,0.031,1.368,0.034,0.478,0.486,0,paddle_sweep,silly_point,0.411535,0.4763723323832109,0.5063848531249999
1224,11,2,1,60,Keshav Lal,40,2,0,powerplay,7.38,0.0,0.034,1.488,0.022,0.437,0.584,0,glance,deep_cover,0.6256899999999999,0.49070796404387096,0.5057809198553818
1225,11,2,2,60,Keshav Lal,40,0,0,powerplay,6.86,0.0,0.037,1.487,0.022,0.438,0.485,0,cut,silly_mid_on,0.41388375,0.4791843319372903,0.49199634437707446
1226,11,2,3,60,Keshav Lal,40,1,0,powerplay,6.8,0.0,0.04,1.485,0.022,0.439,0.514,0,clip,short_leg,0.5382750000000001,0.48804793214669673,0.4989381427205133
1227,11,2,4,46,Anay Gupta,40,0,0,powerplay,6.38,0.0,0.043,1.486,0.023,0.484,0.463,0,cover_drive,deep_cover,0.40073625,0.46502692002572926,0.4905375626562499
1228,11,2,5,46,Anay Gupta,40,1,0,powerplay,6.35,0.0,0.045,1.486,0.023,0.485,0.474,0,square_cut,mid_on_area,0.5170049999999999,0.4728236320218699,0.49450767825781244
1229,11,2,6,60,Keshav Lal,40,1,0,powerplay,6.33,0.0,0.048,1.482,0.022,0.443,0.542,0,cut,mid_off,0.55063,0.4974352423246922,0.5066919213124362
1230,11,3,1,60,Keshav Lal,37,4,0,powerplay,7.26,0.0,0.051,1.528,0.018,0.594,0.495,0,square_cut,mid_on_inside,0.68591375,0.5257070184759884,0.5335751956155708
1231,11,3,2,60,Keshav Lal,37,4,0,powerplay,8.1,0.0,0.054,1.527,0.018,0.596,0.562,0,defence,silly_mid_on,0.7160075,0.5542520907045901,0.5609400412732352
1232,11,3,3,60,Keshav Lal,37,2,0,powerplay,8.29,0.0,0.057,1.526,0.018,0.447,0.636,0,paddle_sweep,cover_point_inside,0.6484549999999999,0.5683825270989016,0.5740672850822499
1233,11,3,4,60,Keshav Lal,37,1,0,powerplay,8.18,0.0,0.059,1.525,0.018,0.448,0.592,0,sweep,third_point,0.5728425,0.5690515230340664,0.5738835673199124
1234,11,3,5,46,Anay Gupta,37,3,0,powerplay,8.61,0.0,0.062,1.526,0.019,0.492,0.541,0,slog,deep_extra_cover,0.63956125,0.4978342747185894,0.5162657140191406
1235,11,3,6,60,Keshav Lal,37,2,0,powerplay,8.75,0.0,0.065,1.523,0.019,0.451,0.493,0,scoop,long_on,0.58364625,0.5712407320789564,0.5753479697219256
1236,11,4,1,46,Anay Gupta,39,1,0,powerplay,8.64,0.0,0.068,1.543,0.017,0.495,0.535,0,flick,cover_point_inside,0.54383125,0.504733821010801,0.5204005444162695
1237,11,4,2,60,Keshav Lal,39,0,0,powerplay,8.31,0.0,0.071,1.539,0.017,0.453,0.621,0,clip,third_point,0.47420375000000003,0.5566851847671129,0.5601763367636368
1238,11,4,3,60,Keshav Lal,39,1,0,powerplay,8.22,0.0,0.074,1.538,0.017,0.455,0.614,0,cover_drive,silly_point,0.58228,0.560524407052046,0.5634918862490912
1239,11,4,4,46,Anay Gupta,39,2,0,powerplay,8.36,0.0,0.077,1.539,0.018,0.499,0.534,0,square_cut,fine_leg_inside,0.5987874999999999,0.5188418728591808,0.5321585877538291
1240,11,4,5,46,Anay Gupta,39,0,0,powerplay,8.07,0.0,0.079,1.538,0.018,0.5,0.549,0,upper_cut,long_off,0.43842375,0.5067791544303037,0.5180983620907547
1241,11,4,6,46,Anay Gupta,39,0,0,powerplay,7.8,0.0,0.082,1.537,0.018,0.501,0.621,0,clip,short_leg,0.47084375,0.5013888437657582,0.5110101702771415
1242,11,5,1,60,Keshav Lal,42,1,0,powerplay,7.74,0.0,0.085,1.581,0.013,0.46,0.642,0,flick,silly_point,0.594565,0.5656304959942391,0.5681528533117275
1243,11,5,2,46,Anay Gupta,42,0,1,powerplay,7.69,0.0,0.088,1.582,0.014,0.504,0.632,0,lofted_drive,mid_on_inside,0.4755975,0.49752014220089447,0.5056982697355703
1244,11,5,3,60,Keshav Lal,42,1,0,powerplay,7.64,0.0,0.091,1.578,0.013,0.462,0.608,0,glance,silly_mid_on,0.5790825000000001,0.5676482965951032,0.5697923003149684
1245,11,5,4,46,Anay Gupta,42,4,0,powerplay,8.12,0.0,0.094,1.579,0.014,0.657,0.55,0,sweep,deep_square_leg,0.7063225000000001,0.5288404958707603,0.5357919042752347
1246,11,5,5,46,Anay Gupta,42,2,0,powerplay,8.23,0.0,0.096,1.578,0.014,0.507,0.54,0,defence,long_off,0.600935,0.5396546714901462,0.5455633686339495
1247,11,5,6,46,Anay Gupta,42,2,0,powerplay,8.33,0.0,0.099,1.577,0.014,0.509,0.632,0,late_cut,silly_mid_wicket,0.6423099999999999,0.5550529707666243,0.5600753633388571
1248,11,6,1,60,Keshav Lal,44,1,0,middle,8.27,0.0,0.102,1.317,0.039,0.467,0.481,0,paddle_sweep,long_on,0.52142375,0.5607146146058377,0.5625370177677231
1249,11,6,2,46,Anay Gupta,44,2,0,middle,8.37,0.0,0.105,1.317,0.039,0.512,0.527,0,scoop,deep_cover,0.59471875,0.5610028376516306,0.5652718713380286
1250,11,6,3,46,Anay Gupta,44,0,0,middle,8.15,0.0,0.108,1.316,0.039,0.513,0.463,0,square_cut,mid_off,0.39870625000000004,0.536658349503886,0.5402870281373243
1251,11,6,4,46,Anay Gupta,44,2,0,middle,8.25,0.0,0.111,1.315,0.039,0.514,0.395,0,pull,mid_off,0.53501375,0.5364116595783031,0.5394960364167256
1252,11,6,5,46,Anay Gupta,44,1,0,middle,8.2,0.0,0.113,1.314,0.039,0.515,0.448,0,sweep,long_off,0.5031725,0.5314257856415576,0.5340475059542168
1253,11,6,6,60,Keshav Lal,44,1,0,middle,8.14,0.0,0.116,1.311,0.039,0.474,0.463,0,late_cut,long_off,0.51281125,0.5535291099149621,0.5550781526025647
1254,11,7,1,60,Keshav Lal,38,0,0,middle,7.95,0.0,0.119,1.328,0.037,0.475,0.474,0,pull,short_leg,0.40632999999999997,0.5314492434277177,0.53276592971218
1255,11,7,2,60,Keshav Lal,38,1,0,middle,7.91,0.0,0.122,1.327,0.038,0.476,0.521,0,on_drive,silly_point,0.53884375,0.5325584194135601,0.5336776027553529
1256,11,7,3,46,Anay Gupta,38,0,0,middle,7.73,0.0,0.125,1.328,0.038,0.521,0.464,0,on_drive,silly_point,0.39859750000000005,0.511501542795324,0.5137300050610842
1257,11,7,4,46,Anay Gupta,38,1,0,middle,7.7,0.0,0.128,1.327,0.038,0.522,0.405,0,drive,short_leg,0.48327875,0.5072681238760254,0.5091623168019216
1258,11,7,5,60,Keshav Lal,38,1,0,middle,7.66,0.0,0.13,1.324,0.038,0.48,0.565,0,lofted_drive,mid_on_area,0.55841875,0.5364374690015261,0.53738877484205
1259,11,7,6,46,Anay Gupta,38,3,0,middle,7.88,0.0,0.133,1.325,0.038,0.524,0.532,0,on_drive,silly_mid_wicket,0.6332599999999999,0.5261669052946216,0.5277769692816333
1260,11,8,1,46,Anay Gupta,40,0,0,middle,7.71,0.0,0.136,1.447,0.027,0.525,0.554,0,upper_cut,short_leg,0.43892999999999993,0.5130813695004284,0.5144499238893883
1261,11,8,2,46,Anay Gupta,40,1,0,middle,7.68,0.0,0.139,1.446,0.027,0.527,0.586,0,lofted_drive,square_leg_inside,0.5646049999999999,0.5208099140753641,0.52197318530598
1262,11,8,3,60,Keshav Lal,40,1,0,middle,7.65,0.0,0.142,1.443,0.027,0.485,0.57,0,on_drive,square_leg_inside,0.560325,0.5400205986512971,0.5408292086157425
1263,11,8,4,46,Anay Gupta,40,1,0,middle,7.62,0.0,0.145,1.444,0.027,0.53,0.462,0,pull,deep_cover,0.50844,0.5189544269640596,0.519943207510083
1264,11,8,5,60,Keshav Lal,40,2,0,middle,7.7,0.0,0.147,1.44,0.027,0.488,0.556,0,ramp,point_inside,0.609485,0.5504402588536026,0.5511275773233811
1265,11,8,6,60,Keshav Lal,40,0,0,middle,7.56,0.0,0.15,1.439,0.027,0.489,0.599,0,on_drive,third_point,0.46175625,0.5371376575255622,0.5377218782248739
1266,11,9,1,46,Anay Gupta,37,0,2,middle,7.64,0.0,0.153,1.488,0.023,0.533,0.56,0,on_drive,fine_leg,0.4410775,0.5072728879194507,0.5081133513835706
1267,11,9,2,46,Anay Gupta,37,4,0,middle,7.93,0.0,0.156,1.487,0.023,0.684,0.572,0,cover_drive,fine_leg,0.71436,0.5383359547315331,0.539050348676035
1268,11,9,3,46,Anay Gupta,37,1,0,middle,7.89,0.0,0.159,1.485,0.023,0.536,0.51,0,glance,mid_on_area,0.52968,0.537037561521803,0.5376447963746298
1269,11,9,4,60,Keshav Lal,37,6,0,middle,8.38,0.0,0.162,1.482,0.023,0.644,0.505,0,flick,third_point,0.72405125,0.5651746963967279,0.5656712839911429
1270,11,9,5,60,Keshav Lal,37,1,0,middle,8.34,0.0,0.164,1.481,0.023,0.495,0.638,0,defence,third_point,0.59031,0.5689449919372187,0.5693670913924714
1271,11,9,6,46,Anay Gupta,37,1,0,middle,8.3,0.0,0.167,1.482,0.024,0.539,0.585,0,straight_drive,fine_leg,0.56331375,0.5409789897935326,0.5414951394184353
1272,11,10,1,46,Anay Gupta,39,6,0,middle,8.75,0.0,0.17,1.5,0.022,0.691,0.467,0,flick,short_leg,0.70361375,0.5653742038245028,0.56581293100567
1274,11,10,2,46,Anay Gupta,39,0,0,middle,8.71,0.0,0.173,1.498,0.022,0.542,0.472,0,scoop,straight_inside,0.40073749999999997,0.5406786982508274,0.5410516163548195
1275,11,10,3,46,Anay Gupta,39,0,0,middle,8.57,0.0,0.176,1.497,0.022,0.543,0.467,0,pull,point_inside,0.39841125,0.5193385810132033,0.5196555614015965
1276,11,10,4,46,Anay Gupta,39,1,0,middle,8.53,0.0,0.179,1.496,0.022,0.545,0.579,0,straight_drive,cover_inside,0.56018625,0.5254657313612228,0.5257351646913571
1277,11,10,5,60,Keshav Lal,39,2,0,middle,8.58,0.0,0.181,1.493,0.022,0.503,0.54,0,cut,silly_mid_wicket,0.6012149999999999,0.5737854931466358,0.5741442776836007
1278,11,10,6,60,Keshav Lal,39,1,0,middle,8.55,0.0,0.184,1.492,0.022,0.504,0.646,0,lofted_drive,deep_square_leg,0.59329,0.5767111691746405,0.5770161360310606
1279,11,11,1,60,Keshav Lal,42,1,0,middle,8.51,0.0,0.187,1.538,0.018,0.506,0.523,0,hook,cover_point_inside,0.53764625,0.5708514312984444,0.5711106531264015
1280,11,11,2,46,Anay Gupta,42,0,2,middle,8.56,0.0,0.19,1.539,0.018,0.55,0.517,0,hook,point_inside,0.42048375000000004,0.5097184341570393,0.5099474524876535
1281,11,11,3,46,Anay Gupta,42,6,0,middle,8.96,0.0,0.193,1.538,0.018,0.701,0.534,0,cut,third_point,0.7331475000000001,0.5432327940334835,0.5434274596145054
1282,11,11,4,46,Anay Gupta,42,1,0,middle,8.91,0.0,0.196,1.536,0.019,0.552,0.583,0,lofted_drive,fine_leg_inside,0.56150125,0.5459730624284609,0.5461385281723297
1283,11,11,5,60,Keshav Lal,42,4,0,middle,9.13,0.0,0.198,1.533,0.018,0.661,0.562,0,sweep,point_inside,0.7114575,0.5919423416036778,0.5921626801574413
1284,11,11,6,60,Keshav Lal,42,1,0,middle,9.08,0.0,0.201,1.532,0.018,0.512,0.631,0,sweep,mid_on_area,0.58596125,0.591045177863126,0.5912324656338251
1285,11,12,1,60,Keshav Lal,44,0,0,middle,8.96,0.0,0.204,1.274,0.043,0.513,0.444,0,lofted_drive,fine_leg_inside,0.3901325,0.5609082761836571,0.5610674707887514
1286,11,12,2,60,Keshav Lal,44,0,0,middle,8.84,0.0,0.207,1.272,0.043,0.515,0.479,0,cut,fine_leg_inside,0.40578625,0.5376399722561085,0.5377752876704387
1287,11,12,3,60,Keshav Lal,44,0,0,middle,8.72,0.0,0.21,1.271,0.043,0.516,0.455,0,clip,silly_mid_on,0.39488625,0.5162269139176922,0.5163419320198729
1288,11,12,4,60,Keshav Lal,44,2,0,middle,8.76,0.0,0.213,1.27,0.044,0.517,0.56,0,late_cut,short_leg,0.60926,0.5301818768300384,0.5302796422168919
1289,11,12,5,60,Keshav Lal,44,2,0,middle,8.81,0.0,0.215,1.269,0.044,0.518,0.436,0,paddle_sweep,cover_inside,0.5532349999999999,0.5336398453055325,0.5337229458843581
1290,11,12,6,60,Keshav Lal,44,1,0,middle,8.77,0.0,0.218,1.268,0.044,0.52,0.462,0,straight_drive,silly_point,0.50914,0.5299648685097027,0.5300355040017044
1291,11,13,1,60,Keshav Lal,38,2,0,middle,8.81,0.0,0.221,1.286,0.042,0.521,0.421,0,defence,deep_square_leg,0.54625625,0.5324085757332473,0.5324686159014487
1292,11,13,2,60,Keshav Lal,38,0,0,middle,8.7,0.0,0.224,1.284,0.042,0.522,0.514,0,paddle_sweep,straight_inside,0.42108999999999996,0.5157107893732602,0.5157618235162313
1293,11,13,3,60,Keshav Lal,38,4,0,middle,8.89,0.0,0.227,1.283,0.042,0.674,0.448,0,ramp,mid_off,0.6591049999999999,0.5372199209672711,0.5372632999887966
1294,11,13,4,60,Keshav Lal,38,0,0,middle,8.78,0.0,0.23,1.282,0.042,0.525,0.479,0,flick,short_leg,0.40508625,0.5173998703221805,0.5174367424904771
1295,11,13,5,60,Keshav Lal,38,1,0,middle,8.75,0.0,0.232,1.281,0.043,0.526,0.473,1,sweep,mid_on_inside,0.1447893125,0.4615082866488534,0.4615396279919055
1296,11,13,6,46,Anay Gupta,38,0,0,middle,8.64,0.0,0.261,1.271,0.044,0.582,0.414,0,scoop,short_leg,0.37388,0.5201591030641918,0.5202997489464802
1297,11,14,1,56,Nakul Bedi,40,1,0,middle,8.61,0.0,0.264,1.5,0.044,0.705,0.487,0,lofted_drive,square_leg_inside,0.510985,0.4533692418095636,0.5016477500000001
1298,11,14,2,46,Anay Gupta,40,2,0,middle,8.65,0.0,0.267,1.392,0.033,0.584,0.554,0,sweep,deep_cover,0.60619,0.5330637376045629,0.5331832866045082
1299,11,14,3,46,Anay Gupta,40,1,0,middle,8.62,0.0,0.27,1.391,0.033,0.586,0.495,0,pull,silly_point,0.5229550000000001,0.5315474269638785,0.5316490436138319
1300,11,14,4,56,Nakul Bedi,40,0,2,middle,8.66,0.0,0.273,1.496,0.044,0.709,0.437,0,cut,long_on,0.375455,0.4416821055381291,0.48271883750000005
1301,11,14,5,56,Nakul Bedi,40,0,2,middle,8.7,0.0,0.275,1.495,0.044,0.709,0.487,0,paddle_sweep,silly_point,0.39820500000000003,0.4351605397074097,0.470041761875
1302,11,14,6,56,Nakul Bedi,40,1,0,middle,8.67,0.0,0.278,1.494,0.044,0.711,0.467,0,cover_drive,silly_mid_wicket,0.501465,0.44510620875129825,0.47475524759375004
1303,11,15,1,56,Nakul Bedi,37,1,0,death,8.64,0.0,0.281,1.54,0.058,0.712,0.507,0,paddle_sweep,deep_extra_cover,0.519595,0.4562795274386035,0.48148121045468756
1304,11,15,2,46,Anay Gupta,37,1,0,death,8.61,0.0,0.284,1.433,0.047,0.592,0.585,0,sweep,silly_mid_on,0.563485,0.5363380629192966,0.5364244370717571
1305,11,15,3,56,Nakul Bedi,37,2,0,death,8.65,0.0,0.287,1.538,0.058,0.715,0.467,0,hook,silly_mid_wicket,0.557435,0.471452848322813,0.49287427888648444
1306,11,15,4,56,Nakul Bedi,37,4,0,death,8.81,0.0,0.29,1.536,0.058,0.866,0.468,1,reverse_sweep,silly_mid_wicket,0.19593699999999997,0.43012547107439103,0.4483336870535118
1307,11,15,5,58,Hriday Vohra,37,0,1,death,8.78,0.0,0.318,1.339,0.056,0.557,0.493,0,upper_cut,mid_on_area,0.411575,0.438376580664735,0.48673625
1308,11,15,6,46,Anay Gupta,37,4,0,death,8.94,0.0,0.321,1.417,0.049,0.759,0.483,0,drive,cover_point_inside,0.674135,0.5570076034814022,0.5570810215109936
1309,11,16,1,58,Hriday Vohra,37,0,0,death,8.85,0.0,0.324,1.337,0.057,0.56,0.573,0,pull,third_point,0.44776499999999997,0.43978484356502473,0.48089056249999995
1310,11,16,2,58,Hriday Vohra,37,0,0,death,8.76,0.0,0.327,1.336,0.057,0.561,0.518,0,on_drive,mid_on_inside,0.42267,0.437217617030271,0.472157478125
1311,11,16,3,58,Hriday Vohra,37,1,0,death,8.73,0.0,0.33,1.334,0.057,0.563,0.466,0,defence,deep_square_leg,0.51137,0.44834047447573033,0.47803935640624995
1312,11,16,4,46,Anay Gupta,37,0,0,death,8.64,0.0,0.333,1.412,0.049,0.614,0.5,0,glance,deep_cover,0.41076999999999997,0.5350719629591919,0.5351343682843446
1313,11,16,5,46,Anay Gupta,37,4,0,death,8.79,0.0,0.335,1.411,0.049,0.765,0.48,0,reverse_sweep,point_inside,0.67235,0.5556636685153131,0.5557167130416929
1314,11,16,6,46,Anay Gupta,37,0,0,death,8.71,0.0,0.338,1.41,0.049,0.616,0.523,0,lofted_drive,deep_square_leg,0.421095,0.5354783682380162,0.5355234560854389
1315,11,17,1,58,Hriday Vohra,38,1,0,death,8.68,0.0,0.341,1.158,0.074,0.568,0.43,0,cover_drive,deep_cover,0.49463999999999997,0.45528540330437084,0.48052945294531246
1316,11,17,2,46,Anay Gupta,38,4,0,death,8.83,0.0,0.344,1.236,0.066,0.769,0.435,0,hook,silly_mid_on,0.651595,0.5528958630023137,0.5529341876726231
1317,11,17,3,46,Anay Gupta,38,0,0,death,8.74,0.0,0.347,1.235,0.066,0.62,0.412,0,cover_drive,long_on,0.3703099999999999,0.5255079835519667,0.5255405595217297
1318,11,17,4,46,Anay Gupta,38,1,0,death,8.72,0.0,0.35,1.234,0.066,0.622,0.532,0,glance,fine_leg_inside,0.53727,0.5272722860191716,0.5272999755934702
1319,11,17,5,58,Hriday Vohra,38,4,0,death,8.86,0.0,0.352,1.154,0.074,0.723,0.377,0,slog,long_on,0.628425,0.48125634280871527,0.5027137850035156
1321,11,17,6,58,Hriday Vohra,38,1,0,death,8.89,0.0,0.355,1.152,0.074,0.574,0.401,0,upper_cut,third_point,0.48102500000000004,0.481221641387408,0.49946046725298826
1322,11,18,1,58,Hriday Vohra,39,1,0,death,8.86,0.0,0.358,1.342,0.056,0.575,0.474,0,slog,short_leg,0.51417,0.48616389517929676,0.50166689716504
